provider_id,provider_name,system_family,indicator_id,indicator_name,pillar,subpillar,indicator_value,norm_known,norm_evidence,evidence_url,evidence_excerpt
meta,Meta,Llama 3.x,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,2,1.0,1.0,https://github.com/meta-llama/llama-recipes/issues,There is a public GitHub issue tracker for Llama tooling and usage guidance.
meta,Meta,Llama 3.x,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
meta,Meta,Llama 3.x,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
meta,Meta,Llama 3.x,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
meta,Meta,Llama 3.x,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://www.llama.com/docs/model-cards-and-prompt-formats/,Meta publishes model cards and responsible use docs for Llama 3.1.
meta,Meta,Llama 3.x,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://ai.meta.com/llama/,Training data sources described at high-level/dataset list depending on family.
meta,Meta,Llama 3.x,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://ai.meta.com/llama/,License/terms listed: Llama 3 license
meta,Meta,Llama 3.x,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,https://ai.meta.com/llama/,No clear release/changelog page identified.
meta,Meta,Llama 3.x,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
meta,Meta,Llama 3.x,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 weights are released for download under a community license.
meta,Meta,Llama 3.x,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Yes,1.0,1.0,https://bugbounty.meta.com/,Meta runs a long‑standing bug bounty program.
meta,Meta,Llama 3.x,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
meta,Meta,Llama 3.x,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Yes,1.0,1.0,https://about.fb.com/news/2024/02/labeling-ai-generated-images-on-facebook-instagram-and-threads/,Meta labels AI‑generated images using metadata (C2PA/IPTC) across its platforms.
meta,Meta,Llama 3.x,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,0,0.0,0.0,https://www.databricks.com/blog/introducing-dbrx,No public issue tracker; feedback limited to support channels.
databricks,Databricks,DBRX,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
databricks,Databricks,DBRX,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
databricks,Databricks,DBRX,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
databricks,Databricks,DBRX,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
databricks,Databricks,DBRX,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
databricks,Databricks,DBRX,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
databricks,Databricks,DBRX,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
databricks,Databricks,DBRX,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
databricks,Databricks,DBRX,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
databricks,Databricks,DBRX,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
databricks,Databricks,DBRX,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
databricks,Databricks,DBRX,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://www.databricks.com/blog/introducing-dbrx,Model card available on model hub/repo.
databricks,Databricks,DBRX,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://www.databricks.com/blog/introducing-dbrx,Training data sources described at high-level/dataset list depending on family.
databricks,Databricks,DBRX,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://www.databricks.com/blog/introducing-dbrx,License/terms listed: Databricks Open Model License (Dbrx-OML)
databricks,Databricks,DBRX,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://www.databricks.com/blog/introducing-dbrx,Versioned releases available (GitHub/HF tags).
databricks,Databricks,DBRX,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
databricks,Databricks,DBRX,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://www.databricks.com/blog/introducing-dbrx,Weights available for download (model hub/repo).
databricks,Databricks,DBRX,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
databricks,Databricks,DBRX,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
databricks,Databricks,DBRX,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,2,1.0,1.0,https://huggingface.co/stabilityai/stable-diffusion-3-medium/discussions,Public issue/discussion forums exist for SD3 on Hugging Face.
stability,Stability AI,Stable Diffusion (SDXL/3),GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/stabilityai/stable-diffusion-3-medium,Model card provided for SD3 Medium.
stability,Stability AI,Stable Diffusion (SDXL/3),TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,2,1.0,1.0,https://huggingface.co/stabilityai,Training data sources described at high-level/dataset list depending on family.
stability,Stability AI,Stable Diffusion (SDXL/3),TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/stabilityai,License/terms listed: CreativeML/OpenRAIL
stability,Stability AI,Stable Diffusion (SDXL/3),TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/stabilityai#files,Versioned releases available (GitHub/HF tags).
stability,Stability AI,Stable Diffusion (SDXL/3),TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://stability.ai/learning-hub/setting-up-and-using-sd3-medium-locally,SD3 Medium weights downloadable for local use.
stability,Stability AI,Stable Diffusion (SDXL/3),ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Yes,1.0,1.0,https://bugcrowd.com/engagements/stability-ai-vdp-pro,Stability AI runs a vulnerability disclosure program via Bugcrowd.
stability,Stability AI,Stable Diffusion (SDXL/3),ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
